energy,IBD
2.022,3.6034366961449968334231503011563377491025198881819e-44
2.0225,3.6107764062681379927445353656784655410148227079623e-44
2.023,3.6181195691840733279675373496781206712679362467992e-44
2.0235,3.625466191263800821475385901697110962351707620679e-44
2.024,3.6328162788356433174183166875907170041499094929473e-44
2.0245,3.6401698381855800142542588235546212318457100509539e-44
2.025,3.6475268755576326832984814772526373344105865111872e-44
2.0255,3.6548873971542480080125066374711313594374615558708e-44
2.026,3.6622514091366106738668079380557400477946949065121e-44
2.0265,3.6696189176250506717702545723232053480948276944481e-44
2.027,3.6769899286993487403604783935740454196078179438254e-44
2.0275,3.6843644483991034551313060234664310758361114877969e-44
2.028,3.691742482724094684189438055136534325979685991698e-44
2.0285,3.6991240376345844385552207078564369869262689108046e-44
2.029,3.7065091190516730611357846906982674414049198730633e-44
2.0295,3.7138977328576519212559646842030953160616172169686e-44
2.03,3.7212898848962869887001673784232650706276356992055e-44
2.0305,3.7286855809731973680901846147754010038123579396032e-44
2.031,3.736084826856131964845370450938819585700182256822e-44
2.0315,3.7434876282753084093620705493182549301554812669133e-44
2.032,3.7508939909237487049811750006069560615000128066975e-44
2.0325,3.7583039204575523953924044634495447951695653442879e-44
2.033,3.7657174224962256425931316986495296977972010277571e-44
2.0335,3.7731345026230071520650684120706002250893738998178e-44
2.034,3.7805551663851250606805902014729824541336028025753e-44
2.0345,3.7879794192941494950341915233969587344582160151595e-44
2.035,3.7954072668262432081307072844435101101613124525924e-44
2.0355,3.8028387144224750487068080047177013927853545962089e-44
2.036,3.8102737674891304718520561420715768568974300041695e-44
2.0365,3.8177124313979596521091266304601850291023196108117e-44
2.037,3.8251547114864820436369166653683823952152559518823e-44
2.0375,3.8326006130582880915554719569280303564465403822393e-44
2.038,3.8400501413832719490462887876998523772154140834765e-44
2.0385,3.8475033016979605432887367879315037003677215073942e-44
2.039,3.8549600992057406259894636433274799257812450840418e-44
2.0395,3.8624205390771491988824025687503014681221455109834e-44
2.04,3.8698846264501612633596928545900734463145283779939e-44
2.0405,3.8773523664304152187921315443183438330052119550688e-44
2.041,3.8848237640914952136807928474878453107101829824931e-44
2.0415,3.8922988244752109189527747650457152307530126778226e-44
2.042,3.8997775525918083146080982893980873198180512201165e-44
2.0425,3.907259953420277476217859202011779474092513715374e-44
2.043,3.9147460319085582163852743549860669616426581298349e-44
2.0435,3.9222357929738096156346420432497528972001429987792e-44
2.044,3.9297292415026771298585494127114703010625118017098e-44
2.0445,3.9372263823514973601648584159374138575313570910069e-44
2.045,3.9447272203465602545634082147572382311064089008297e-44
2.0455,3.9522317602843689738025720484654676092614683687329e-44
2.046,3.9597400069318307468397580863317701415220508381954e-44
2.0465,3.9672519650265453534570016458769718695079675388646e-44
2.047,3.9747676392769913003897210420158853323761734440714e-44
2.0475,3.9822870343627763770696419563509489140122617294238e-44
2.048,3.9898101549348860136395924080985720390525114496208e-44
2.0485,3.9973370056158692863278079466772256837284115192228e-44
2.049,4.0048675910000828103377833435872493960530160898381e-44
2.0495,4.0124019156539325134312993384114981842721721029721e-44
2.05,4.0199399841160463476832743882328048702300766107927e-44
2.0505,4.0274818008975452351140439377397490293629732896498e-44
2.051,4.0350273704822115170801043440835018539491870993879e-44
2.0515,4.0425766973267222523047097105925443825281069368956e-44
2.052,4.050129785860880519372833868507114449874677568855e-44
2.0525,4.0576866404877843260488534500572458861796795297246e-44
2.053,4.0652472655840538414100488714057556147346761130726e-44
2.0535,4.0728116655000567027798059691109438957853211397864e-44
2.054,4.0803798445600641847259854844261509128480733038477e-44
2.0545,4.0879518070625061908302113600107410042889310134049e-44
2.055,4.0955275572801235342166952045263702869084708808655e-44
2.0555,4.103107099460185517272629474486982328535793533148e-44
2.056,4.1106904378247056972728316917491868724387017328046e-44
2.0565,4.1182775765705951956248353254111882440419930117945e-44
2.057,4.1258685198698747474116800697856249053065935644137e-44
2.0575,4.1334632718698850000301357313827570378807578629472e-44
2.058,4.1410618366934275758436631329761297767461099877248e-44
2.0585,4.1486642184390055310114774368684892964616475157353e-44
2.059,4.1562704211809608655063185807286930766871761409817e-44
2.0595,4.1638804489696777667267773871140927819582389132432e-44
2.06,4.1714943058317842021074312936474677542912477107902e-44
2.0605,4.1791119957702909719507766300090044417030839534034e-44
